HEAT: 	INITIALIZED
2023-10-27 07:17:36.454268	FAN :	Waiting for 1 minute before next check
2023-10-27 07:18:28.782290	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:18:28.782564	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:18:36.979801	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:18:36.980086	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:18:36.980189	FAN :	Waiting for 1 minute before next check
2023-10-27 07:19:29.308134	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:19:29.308431	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:19:37.505662	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:19:37.505956	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:19:37.506059	FAN :	Waiting for 1 minute before next check
2023-10-27 07:20:29.833906	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:20:29.834162	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:20:38.031593	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:20:38.033512	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:20:38.033628	FAN :	Waiting for 1 minute before next check
2023-10-27 07:21:30.359744	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:21:30.360023	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:21:38.559145	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:21:38.559399	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:21:38.559488	FAN :	Waiting for 1 minute before next check
2023-10-27 07:22:30.885752	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:22:30.886021	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:22:41.615951	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:22:41.616252	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:22:41.616358	FAN :	Waiting for 1 minute before next check
2023-10-27 07:23:31.411828	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:23:31.412087	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:23:42.141823	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:23:42.142116	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:23:42.142219	FAN :	Waiting for 1 minute before next check
2023-10-27 07:24:31.937498	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:24:31.937767	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:24:42.667892	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:24:42.668155	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:24:42.668258	FAN :	Waiting for 1 minute before next check
2023-10-27 07:25:32.463328	HEAT-> 	Temperature=17.2°, Humidity=95.5%
2023-10-27 07:25:32.463594	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:25:43.193703	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:25:43.194001	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:25:43.194107	FAN :	Waiting for 1 minute before next check
2023-10-27 07:26:32.989027	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:26:32.989303	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:26:43.719672	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:26:43.719960	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:26:43.720064	FAN :	Waiting for 1 minute before next check
2023-10-27 07:27:33.514736	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:27:33.515048	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:27:44.245535	FAN -> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:27:44.245825	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:27:44.245929	FAN :	Waiting for 1 minute before next check
2023-10-27 07:28:34.040501	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:28:34.040841	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:28:44.771498	FAN -> 	Temperature=17.2°, Humidity=95.4%
2023-10-27 07:28:44.771846	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:28:44.771953	FAN :	Waiting for 1 minute before next check
2023-10-27 07:29:34.566259	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:29:34.566540	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:29:45.297460	FAN -> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 07:29:45.297749	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:29:45.297851	FAN :	Waiting for 1 minute before next check
2023-10-27 07:30:35.092094	HEAT-> 	Temperature=17.1°, Humidity=95.5%
2023-10-27 07:30:35.092364	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:30:45.823396	FAN -> 	Temperature=17.1°, Humidity=95.5%
2023-10-27 07:30:45.823664	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:30:45.823766	FAN :	Waiting for 1 minute before next check
2023-10-27 07:31:38.147903	HEAT-> 	Temperature=17.1°, Humidity=95.6%
2023-10-27 07:31:38.148179	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:31:46.349189	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:31:46.349462	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:31:46.349564	FAN :	Waiting for 1 minute before next check
2023-10-27 07:32:38.673656	HEAT-> 	Temperature=17.1°, Humidity=95.5%
2023-10-27 07:32:38.673930	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:32:46.875091	FAN -> 	Temperature=17.1°, Humidity=95.7%
2023-10-27 07:32:46.875357	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:32:46.875460	FAN :	Waiting for 1 minute before next check
2023-10-27 07:33:39.199424	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:33:39.199677	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:33:47.400943	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:33:47.401240	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:33:47.401346	FAN :	Waiting for 1 minute before next check
2023-10-27 07:34:39.725104	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:34:39.725374	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:34:47.926807	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:34:47.927112	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:34:47.927215	FAN :	Waiting for 1 minute before next check
2023-10-27 07:35:40.250936	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:35:40.251228	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:35:48.452769	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:35:48.453048	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:35:48.453151	FAN :	Waiting for 1 minute before next check
2023-10-27 07:36:40.776703	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:36:40.776972	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:36:48.978601	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:36:48.978868	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:36:48.978993	FAN :	Waiting for 1 minute before next check
2023-10-27 07:37:41.302683	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:37:41.302911	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:37:49.504487	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:37:49.504757	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:37:49.504860	FAN :	Waiting for 1 minute before next check
2023-10-27 07:38:41.828739	HEAT-> 	Temperature=17.2°, Humidity=95.9%
2023-10-27 07:38:41.828966	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:38:50.030345	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:38:50.030614	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:38:50.030717	FAN :	Waiting for 1 minute before next check
2023-10-27 07:39:42.354410	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:39:42.354683	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:39:50.556140	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:39:50.556474	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:39:50.556577	FAN :	Waiting for 1 minute before next check
2023-10-27 07:40:42.880128	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:40:42.880395	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:40:56.144071	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:40:56.144353	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:40:56.144457	FAN :	Waiting for 1 minute before next check
2023-10-27 07:41:43.405803	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:41:43.406051	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:41:56.669844	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:41:56.670122	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:41:56.670224	FAN :	Waiting for 1 minute before next check
2023-10-27 07:42:43.931653	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:42:43.931937	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:42:57.195704	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:42:57.195987	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:42:57.196092	FAN :	Waiting for 1 minute before next check
2023-10-27 07:43:44.457335	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:43:44.457606	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:43:57.721522	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:43:57.721795	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:43:57.721899	FAN :	Waiting for 1 minute before next check
2023-10-27 07:44:44.983159	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:44:44.983425	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:44:58.247478	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:44:58.247750	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:44:58.247853	FAN :	Waiting for 1 minute before next check
2023-10-27 07:45:45.508918	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:45:45.509172	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:45:58.773325	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:45:58.773599	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:45:58.773702	FAN :	Waiting for 1 minute before next check
2023-10-27 07:46:46.034619	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:46:46.034891	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:46:59.299285	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:46:59.299550	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:46:59.299640	FAN :	Waiting for 1 minute before next check
2023-10-27 07:47:46.560404	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:47:46.560679	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:47:59.825124	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:47:59.825386	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:47:59.825489	FAN :	Waiting for 1 minute before next check
2023-10-27 07:48:47.086117	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:48:47.086392	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:49:00.351042	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:49:00.351341	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:49:00.351446	FAN :	Waiting for 1 minute before next check
2023-10-27 07:49:47.611919	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:49:47.612214	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:50:00.876983	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:50:00.877252	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:50:00.877354	FAN :	Waiting for 1 minute before next check
2023-10-27 07:50:48.137758	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:50:48.138042	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:51:01.403134	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:51:01.403400	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:51:01.403502	FAN :	Waiting for 1 minute before next check
2023-10-27 07:51:48.663646	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:51:48.663916	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:52:01.929354	FAN -> 	Temperature=17.2°, Humidity=95.9%
2023-10-27 07:52:01.929591	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:52:01.929680	FAN :	Waiting for 1 minute before next check
2023-10-27 07:52:51.714489	HEAT-> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:52:51.714757	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:53:02.455475	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:53:02.455753	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:53:02.455856	FAN :	Waiting for 1 minute before next check
2023-10-27 07:53:52.240581	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:53:52.240832	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:54:02.981232	FAN -> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:54:02.981501	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:54:02.981603	FAN :	Waiting for 1 minute before next check
2023-10-27 07:54:52.766540	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:54:52.766807	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:55:03.507020	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:55:03.507332	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:55:03.507442	FAN :	Waiting for 1 minute before next check
2023-10-27 07:55:53.292347	HEAT-> 	Temperature=17.3°, Humidity=95.7%
2023-10-27 07:55:53.292654	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:56:04.032825	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:56:04.033112	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:56:04.033215	FAN :	Waiting for 1 minute before next check
2023-10-27 07:56:53.817497	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:56:53.817650	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:57:04.558001	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:57:04.558168	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:57:04.558208	FAN :	Waiting for 1 minute before next check
2023-10-27 07:57:54.342419	HEAT-> 	Temperature=17.2°, Humidity=95.8%
2023-10-27 07:57:54.342583	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:58:07.610405	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:58:07.610550	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:58:07.610588	FAN :	Waiting for 1 minute before next check
2023-10-27 07:58:54.867284	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:58:54.867422	HEAT:	Waiting for 1 minute before next check
2023-10-27 07:59:10.660528	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 07:59:10.660832	FAN : 	No criteria activated - keeping fan off
2023-10-27 07:59:10.660936	FAN :	Waiting for 1 minute before next check
2023-10-27 07:59:55.392200	HEAT-> 	Temperature=17.2°, Humidity=95.6%
2023-10-27 07:59:55.392351	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:00:02.246568	LGHT: 	ON
2023-10-27 08:00:11.185724	FAN -> 	Temperature=17.2°, Humidity=95.7%
2023-10-27 08:00:11.185898	FAN :	Temperature/Humidity criteria activated
2023-10-27 08:00:11.185958	FAN -> 	Speed set to 96.0%
2023-10-27 08:00:11.186001	FAN : 	ON at 96.0%
2023-10-27 08:00:11.186036	FAN :	Speed set to 96.0%
2023-10-27 08:00:31.710779	FAN :	Speed set to 96.0%
2023-10-27 08:00:52.235526	FAN :	Speed set to 94.7%
2023-10-27 08:00:55.917718	HEAT-> 	Temperature=17.3°, Humidity=94.8%
2023-10-27 08:00:55.917985	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:01:12.760377	FAN :	Speed set to 93.2%
2023-10-27 08:01:33.285119	FAN :	Speed set to 91.4%
2023-10-27 08:01:53.809911	FAN :	Speed set to 91.2%
2023-10-27 08:01:56.443428	HEAT-> 	Temperature=17.3°, Humidity=91.6%
2023-10-27 08:01:56.443788	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:02:14.334692	FAN :	Speed set to 89.8%
2023-10-27 08:02:34.859465	FAN :	Speed set to 88.2%
2023-10-27 08:02:56.968459	HEAT-> 	Temperature=17.4°, Humidity=90.1%
2023-10-27 08:02:56.968618	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:02:57.910838	FAN :	Speed set to 87.6%
2023-10-27 08:03:18.436113	FAN :	Max time reached - going in standby for 5.0 minutes
2023-10-27 08:03:57.493992	HEAT-> 	Temperature=17.4°, Humidity=89.6%
2023-10-27 08:03:57.494281	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:04:58.019628	HEAT-> 	Temperature=17.5°, Humidity=89.6%
2023-10-27 08:04:58.019905	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:05:58.545432	HEAT-> 	Temperature=17.5°, Humidity=88.9%
2023-10-27 08:05:58.545710	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:06:59.071053	HEAT-> 	Temperature=17.6°, Humidity=88.8%
2023-10-27 08:06:59.071324	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:08:02.126494	HEAT-> 	Temperature=17.8°, Humidity=88.0%
2023-10-27 08:08:02.126757	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:08:18.961567	FAN :	Temperature=17.8°, Humidity=88.0%
2023-10-27 08:08:18.961824	FAN :	Max time reached - turning off fan
2023-10-27 08:08:18.961931	FAN : 	OFF
2023-10-27 08:08:18.962025	FAN :	Waiting for 10.0 minutes
2023-10-27 08:09:02.652184	HEAT-> 	Temperature=17.8°, Humidity=87.9%
2023-10-27 08:09:02.652447	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:10:03.177916	HEAT-> 	Temperature=17.8°, Humidity=88.0%
2023-10-27 08:10:03.178123	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:11:03.703810	HEAT-> 	Temperature=18.0°, Humidity=87.8%
2023-10-27 08:11:03.704076	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:12:04.229472	HEAT-> 	Temperature=18.3°, Humidity=87.6%
2023-10-27 08:12:04.229754	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:13:04.755249	HEAT-> 	Temperature=18.3°, Humidity=87.5%
2023-10-27 08:13:04.755516	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:14:05.280765	HEAT-> 	Temperature=18.5°, Humidity=86.8%
2023-10-27 08:14:05.281064	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:15:05.806385	HEAT-> 	Temperature=18.6°, Humidity=86.9%
2023-10-27 08:15:05.806664	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:16:06.332082	HEAT-> 	Temperature=18.6°, Humidity=86.5%
2023-10-27 08:16:06.332355	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:17:06.857598	HEAT-> 	Temperature=18.9°, Humidity=86.4%
2023-10-27 08:17:06.857946	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:18:07.382530	HEAT-> 	Temperature=18.9°, Humidity=86.4%
2023-10-27 08:18:07.382705	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:18:18.962326	FAN :	Waiting for 1 minute before next check
2023-10-27 08:19:07.907691	HEAT-> 	Temperature=18.9°, Humidity=86.3%
2023-10-27 08:19:07.907887	HEAT:	Waiting for 1 minute before next check
2023-10-27 08:19:19.488105	FAN -> 	Temperature=19.0°, Humidity=86.0%
2023-10-27 08:19:19.488442	FAN :	Temperature/Humidity criteria activated
2023-10-27 08:19:19.488594	FAN -> 	Speed set to 81.5%
2023-10-27 08:19:19.488726	FAN : 	ON at 81.5%
2023-10-27 08:19:19.488844	FAN :	Speed set to 81.5%
2023-10-27 08:19:42.538918	FAN :	Speed set to 81.5%
2023-10-27 08:20:03.064306	FAN :	Speed set to 81.4%
2023-10-27 08:20:08.433251	HEAT-> 	Temperature=19.1°, Humidity=85.6%
2023-10-27 08:20:08.433542	HEAT:	Waiting for 1 minute before next check
